================================================================================
  얼티밋 쿨타임 룰 적용 메타 시뮬레이션
  룰: 얼티밋 쿨타임 = 전 직업 공통 4턴 (자기 턴 기준 감소)
================================================================================
  역할             SP비용    쿨타임
  ----------------------------
  attacker          6     4턴
  defender          3     4턴
  magician          4     4턴
  supporter         4     4턴
  healer            3     4턴
================================================================================
  메타별 캐릭터 얼티밋 쿨타임 (SP비용 + 2)
================================================================================
  M01 화상연계  (평균SPD: 98, 평균쿨타임: 4.0턴)
  M05 vs M09 [==========          ] 26/50 완료
  M05 vs M09 [==========          ] 27/50 완료
  M05 vs M09 [===========         ] 28/50 완료
  M05 vs M09 [===========         ] 29/50 완료
  M05 vs M09 [============        ] 30/50 완료
  M05 vs M09 [============        ] 31/50 완료
  M05 vs M09 [============        ] 32/50 완료
  M05 vs M09 [=============       ] 33/50 완료
  M05 vs M09 [=============       ] 34/50 완료
  M05 vs M09 [==============      ] 35/50 완료
  M05 vs M09 [==============      ] 36/50 완료
  M05 vs M09 [==============      ] 37/50 완료
  M05 vs M09 [===============     ] 38/50 완료
  M05 vs M09 [===============     ] 39/50 완료
  M05 vs M09 [================    ] 40/50 완료
  M05 vs M09 [================    ] 41/50 완료
  M05 vs M09 [================    ] 42/50 완료
  M05 vs M09 [=================   ] 43/50 완료
  M05 vs M09 [=================   ] 44/50 완료
  M05 vs M09 [==================  ] 45/50 완료
  M05 vs M09 [==================  ] 46/50 완료
  M05 vs M09 [==================  ] 47/50 완료
  M05 vs M09 [=================== ] 48/50 완료
  M05 vs M09 [=================== ] 49/50 완료
  M05 vs M09 [====================] 50/50 완료

  M05 vs M09: 0W / 50L / 0T  → 0.0%  avg_turn=77.7


  M05 vs M10 [                    ] 1/50 완료
  M05 vs M10 [                    ] 2/50 완료
  M05 vs M10 [=                   ] 3/50 완료
  M05 vs M10 [=                   ] 4/50 완료
  M05 vs M10 [==                  ] 5/50 완료
  M05 vs M10 [==                  ] 6/50 완료
  M05 vs M10 [==                  ] 7/50 완료
  M05 vs M10 [===                 ] 8/50 완료
  M05 vs M10 [===                 ] 9/50 완료
  M05 vs M10 [====                ] 10/50 완료
  M05 vs M10 [====                ] 11/50 완료
  M05 vs M10 [====                ] 12/50 완료
  M05 vs M10 [=====               ] 13/50 완료
  M05 vs M10 [=====               ] 14/50 완료
  M05 vs M10 [======              ] 15/50 완료
  M05 vs M10 [======              ] 16/50 완료
  M05 vs M10 [======              ] 17/50 완료
  M05 vs M10 [=======             ] 18/50 완료
  M05 vs M10 [=======             ] 19/50 완료
  M05 vs M10 [========            ] 20/50 완료
  M05 vs M10 [========            ] 21/50 완료
  M05 vs M10 [========            ] 22/50 완료
  M05 vs M10 [=========           ] 23/50 완료
  M05 vs M10 [=========           ] 24/50 완료
  M05 vs M10 [==========          ] 25/50 완료
  M05 vs M10 [==========          ] 26/50 완료
  M05 vs M10 [==========          ] 27/50 완료
  M05 vs M10 [===========         ] 28/50 완료
  M05 vs M10 [===========         ] 29/50 완료
  M05 vs M10 [============        ] 30/50 완료
  M05 vs M10 [============        ] 31/50 완료
  M05 vs M10 [============        ] 32/50 완료
  M05 vs M10 [=============       ] 33/50 완료
  M05 vs M10 [=============       ] 34/50 완료
  M05 vs M10 [==============      ] 35/50 완료
  M05 vs M10 [==============      ] 36/50 완료
  M05 vs M10 [==============      ] 37/50 완료
  M05 vs M10 [===============     ] 38/50 완료
  M05 vs M10 [===============     ] 39/50 완료
  M05 vs M10 [================    ] 40/50 완료
  M05 vs M10 [================    ] 41/50 완료
  M05 vs M10 [================    ] 42/50 완료
  M05 vs M10 [=================   ] 43/50 완료
  M05 vs M10 [=================   ] 44/50 완료
  M05 vs M10 [==================  ] 45/50 완료
  M05 vs M10 [==================  ] 46/50 완료
  M05 vs M10 [==================  ] 47/50 완료
  M05 vs M10 [=================== ] 48/50 완료
  M05 vs M10 [=================== ] 49/50 완료
  M05 vs M10 [====================] 50/50 완료

  M05 vs M10: 0W / 48L / 2T  → 2.0%  avg_turn=108.9


  M05 vs M11 [                    ] 1/50 완료
  M05 vs M11 [                    ] 2/50 완료
  M05 vs M11 [=                   ] 3/50 완료
  M05 vs M11 [=                   ] 4/50 완료
  M05 vs M11 [==                  ] 5/50 완료
  M05 vs M11 [==                  ] 6/50 완료
  M05 vs M11 [==                  ] 7/50 완료
  M05 vs M11 [===                 ] 8/50 완료
  M05 vs M11 [===                 ] 9/50 완료
  M05 vs M11 [====                ] 10/50 완료
  M05 vs M11 [====                ] 11/50 완료
  M05 vs M11 [====                ] 12/50 완료
  M05 vs M11 [=====               ] 13/50 완료
  M05 vs M11 [=====               ] 14/50 완료
  M05 vs M11 [======              ] 15/50 완료
  M05 vs M11 [======              ] 16/50 완료
  M05 vs M11 [======              ] 17/50 완료
  M05 vs M11 [=======             ] 18/50 완료
  M05 vs M11 [=======             ] 19/50 완료
  M05 vs M11 [========            ] 20/50 완료
  M05 vs M11 [========            ] 21/50 완료
  M05 vs M11 [========            ] 22/50 완료
  M05 vs M11 [=========           ] 23/50 완료
  M05 vs M11 [=========           ] 24/50 완료
  M05 vs M11 [==========          ] 25/50 완료
  M05 vs M11 [==========          ] 26/50 완료
  M05 vs M11 [==========          ] 27/50 완료
  M05 vs M11 [===========         ] 28/50 완료
  M05 vs M11 [===========         ] 29/50 완료
  M05 vs M11 [============        ] 30/50 완료
  M05 vs M11 [============        ] 31/50 완료
  M05 vs M11 [============        ] 32/50 완료
  M05 vs M11 [=============       ] 33/50 완료
  M05 vs M11 [=============       ] 34/50 완료
  M05 vs M11 [==============      ] 35/50 완료
  M05 vs M11 [==============      ] 36/50 완료
  M05 vs M11 [==============      ] 37/50 완료
  M05 vs M11 [===============     ] 38/50 완료
  M05 vs M11 [===============     ] 39/50 완료
  M05 vs M11 [================    ] 40/50 완료
  M05 vs M11 [================    ] 41/50 완료
  M05 vs M11 [================    ] 42/50 완료
  M05 vs M11 [=================   ] 43/50 완료
  M05 vs M11 [=================   ] 44/50 완료
  M05 vs M11 [==================  ] 45/50 완료
  M05 vs M11 [==================  ] 46/50 완료
  M05 vs M11 [==================  ] 47/50 완료
  M05 vs M11 [=================== ] 48/50 완료
  M05 vs M11 [=================== ] 49/50 완료
  M05 vs M11 [====================] 50/50 완료

  M05 vs M11: 0W / 50L / 0T  → 0.0%  avg_turn=135.6


  M05 vs M12 [                    ] 1/50 완료
  M05 vs M12 [                    ] 2/50 완료
  M05 vs M12 [=                   ] 3/50 완료
  M05 vs M12 [=                   ] 4/50 완료
  M05 vs M12 [==                  ] 5/50 완료
  M05 vs M12 [==                  ] 6/50 완료
  M05 vs M12 [==                  ] 7/50 완료
  M05 vs M12 [===                 ] 8/50 완료
  M05 vs M12 [===                 ] 9/50 완료
  M05 vs M12 [====                ] 10/50 완료
  M05 vs M12 [====                ] 11/50 완료
  M05 vs M12 [====                ] 12/50 완료
  M05 vs M12 [=====               ] 13/50 완료
  M05 vs M12 [=====               ] 14/50 완료
  M05 vs M12 [======              ] 15/50 완료
  M05 vs M12 [======              ] 16/50 완료
  M05 vs M12 [======              ] 17/50 완료
  M05 vs M12 [=======             ] 18/50 완료
  M05 vs M12 [=======             ] 19/50 완료
  M05 vs M12 [========            ] 20/50 완료
  M05 vs M12 [========            ] 21/50 완료
  M05 vs M12 [========            ] 22/50 완료
  M05 vs M12 [=========           ] 23/50 완료
  M05 vs M12 [=========           ] 24/50 완료
  M05 vs M12 [==========          ] 25/50 완료
  M05 vs M12 [==========          ] 26/50 완료
  M05 vs M12 [==========          ] 27/50 완료
  M05 vs M12 [===========         ] 28/50 완료
  M05 vs M12 [===========         ] 29/50 완료
  M05 vs M12 [============        ] 30/50 완료
  M05 vs M12 [============        ] 31/50 완료
  M05 vs M12 [============        ] 32/50 완료
  M05 vs M12 [=============       ] 33/50 완료
  M05 vs M12 [=============       ] 34/50 완료
  M05 vs M12 [==============      ] 35/50 완료
  M05 vs M12 [==============      ] 36/50 완료
  M05 vs M12 [==============      ] 37/50 완료
  M05 vs M12 [===============     ] 38/50 완료
  M05 vs M12 [===============     ] 39/50 완료
  M05 vs M12 [================    ] 40/50 완료
  M05 vs M12 [================    ] 41/50 완료
  M05 vs M12 [================    ] 42/50 완료
  M05 vs M12 [=================   ] 43/50 완료
  M05 vs M12 [=================   ] 44/50 완료
  M05 vs M12 [==================  ] 45/50 완료
  M05 vs M12 [==================  ] 46/50 완료
  M05 vs M12 [==================  ] 47/50 완료
  M05 vs M12 [=================== ] 48/50 완료
  M05 vs M12 [=================== ] 49/50 완료
  M05 vs M12 [====================] 50/50 완료

  M05 vs M12: 0W / 44L / 6T  → 6.0%  avg_turn=177.0




  M06 vs M01 [                    ] 1/50 완료
  M06 vs M01 [                    ] 2/50 완료
  M06 vs M01 [=                   ] 3/50 완료
  M06 vs M01 [=                   ] 4/50 완료
  M06 vs M01 [==                  ] 5/50 완료
  M06 vs M01 [==                  ] 6/50 완료
  M06 vs M01 [==                  ] 7/50 완료
  M06 vs M01 [===                 ] 8/50 완료
  M06 vs M01 [===                 ] 9/50 완료
  M06 vs M01 [====                ] 10/50 완료
  M06 vs M01 [====                ] 11/50 완료
  M06 vs M01 [====                ] 12/50 완료
  M06 vs M01 [=====               ] 13/50 완료
  M06 vs M01 [=====               ] 14/50 완료
  M06 vs M01 [======              ] 15/50 완료
  M06 vs M01 [======              ] 16/50 완료
  M06 vs M01 [======              ] 17/50 완료
  M06 vs M01 [=======             ] 18/50 완료
  M06 vs M01 [=======             ] 19/50 완료
  M06 vs M01 [========            ] 20/50 완료
  M06 vs M01 [========            ] 21/50 완료
  M06 vs M01 [========            ] 22/50 완료
  M06 vs M01 [=========           ] 23/50 완료
  M06 vs M01 [=========           ] 24/50 완료
  M06 vs M01 [==========          ] 25/50 완료
  M06 vs M01 [==========          ] 26/50 완료
  M06 vs M01 [==========          ] 27/50 완료
  M06 vs M01 [===========         ] 28/50 완료
  M06 vs M01 [===========         ] 29/50 완료
  M06 vs M01 [============        ] 30/50 완료
  M06 vs M01 [============        ] 31/50 완료
  M06 vs M01 [============        ] 32/50 완료
  M06 vs M01 [=============       ] 33/50 완료
  M06 vs M01 [=============       ] 34/50 완료
  M06 vs M01 [==============      ] 35/50 완료
  M06 vs M01 [==============      ] 36/50 완료
  M06 vs M01 [==============      ] 37/50 완료
  M06 vs M01 [===============     ] 38/50 완료
  M06 vs M01 [===============     ] 39/50 완료
  M06 vs M01 [================    ] 40/50 완료
  M06 vs M01 [================    ] 41/50 완료
  M06 vs M01 [================    ] 42/50 완료
  M06 vs M01 [=================   ] 43/50 완료
  M06 vs M01 [=================   ] 44/50 완료
  M06 vs M01 [==================  ] 45/50 완료
  M06 vs M01 [==================  ] 46/50 완료
  M06 vs M01 [==================  ] 47/50 완료
  M06 vs M01 [=================== ] 48/50 완료
  M06 vs M01 [=================== ] 49/50 완료
  M06 vs M01 [====================] 50/50 완료

  M06 vs M01: 4W / 46L / 0T  → 8.0%  avg_turn=67.1


  M06 vs M02 [                    ] 1/50 완료
  M06 vs M02 [                    ] 2/50 완료
  M06 vs M02 [=                   ] 3/50 완료
  M06 vs M02 [=                   ] 4/50 완료
  M06 vs M02 [==                  ] 5/50 완료
  M06 vs M02 [==                  ] 6/50 완료
  M06 vs M02 [==                  ] 7/50 완료
  M06 vs M02 [===                 ] 8/50 완료
  M06 vs M02 [===                 ] 9/50 완료
  M06 vs M02 [====                ] 10/50 완료
  M06 vs M02 [====                ] 11/50 완료
  M06 vs M02 [====                ] 12/50 완료
  M06 vs M02 [=====               ] 13/50 완료
  M06 vs M02 [=====               ] 14/50 완료
  M06 vs M02 [======              ] 15/50 완료
  M06 vs M02 [======              ] 16/50 완료
  M06 vs M02 [======              ] 17/50 완료
  M06 vs M02 [=======             ] 18/50 완료
  M06 vs M02 [=======             ] 19/50 완료
  M06 vs M02 [========            ] 20/50 완료
  M06 vs M02 [========            ] 21/50 완료
  M06 vs M02 [========            ] 22/50 완료
  M06 vs M02 [=========           ] 23/50 완료
  M06 vs M02 [=========           ] 24/50 완료
  M06 vs M02 [==========          ] 25/50 완료
  M06 vs M02 [==========          ] 26/50 완료
  M06 vs M02 [==========          ] 27/50 완료
  M06 vs M02 [===========         ] 28/50 완료
  M06 vs M02 [===========         ] 29/50 완료
  M06 vs M02 [============        ] 30/50 완료
  M06 vs M02 [============        ] 31/50 완료
  M06 vs M02 [============        ] 32/50 완료
  M06 vs M02 [=============       ] 33/50 완료
  M06 vs M02 [=============       ] 34/50 완료
  M06 vs M02 [==============      ] 35/50 완료
  M06 vs M02 [==============      ] 36/50 완료
  M06 vs M02 [==============      ] 37/50 완료
  M06 vs M02 [===============     ] 38/50 완료
  M06 vs M02 [===============     ] 39/50 완료
  M06 vs M02 [================    ] 40/50 완료
  M06 vs M02 [================    ] 41/50 완료
  M06 vs M02 [================    ] 42/50 완료
  M06 vs M02 [=================   ] 43/50 완료
  M06 vs M02 [=================   ] 44/50 완료
  M06 vs M02 [==================  ] 45/50 완료
  M06 vs M02 [==================  ] 46/50 완료
  M06 vs M02 [==================  ] 47/50 완료
  M06 vs M02 [=================== ] 48/50 완료
  M06 vs M02 [=================== ] 49/50 완료
  M06 vs M02 [====================] 50/50 완료

  M06 vs M02: 5W / 45L / 0T  → 10.0%  avg_turn=69.4


  M06 vs M03 [                    ] 1/50 완료
  M06 vs M03 [                    ] 2/50 완료
  M06 vs M03 [=                   ] 3/50 완료
  M06 vs M03 [=                   ] 4/50 완료
  M06 vs M03 [==                  ] 5/50 완료
  M06 vs M03 [==                  ] 6/50 완료
  M06 vs M03 [==                  ] 7/50 완료
  M06 vs M03 [===                 ] 8/50 완료
  M06 vs M03 [===                 ] 9/50 완료
  M06 vs M03 [====                ] 10/50 완료
  M06 vs M03 [====                ] 11/50 완료
  M06 vs M03 [====                ] 12/50 완료
  M06 vs M03 [=====               ] 13/50 완료
  M06 vs M03 [=====               ] 14/50 완료
  M06 vs M03 [======              ] 15/50 완료
  M06 vs M03 [======              ] 16/50 완료
  M06 vs M03 [======              ] 17/50 완료
  M06 vs M03 [=======             ] 18/50 완료
  M06 vs M03 [=======             ] 19/50 완료
  M06 vs M03 [========            ] 20/50 완료
  M06 vs M03 [========            ] 21/50 완료
  M06 vs M03 [========            ] 22/50 완료
  M06 vs M03 [=========           ] 23/50 완료
  M06 vs M03 [=========           ] 24/50 완료
  M06 vs M03 [==========          ] 25/50 완료
  M06 vs M03 [==========          ] 26/50 완료
  M06 vs M03 [==========          ] 27/50 완료
  M06 vs M03 [===========         ] 28/50 완료
  M06 vs M03 [===========         ] 29/50 완료
  M06 vs M03 [============        ] 30/50 완료
  M06 vs M03 [============        ] 31/50 완료
  M06 vs M03 [============        ] 32/50 완료
  M06 vs M03 [=============       ] 33/50 완료
  M06 vs M03 [=============       ] 34/50 완료
  M06 vs M03 [==============      ] 35/50 완료
  M06 vs M03 [==============      ] 36/50 완료
  M06 vs M03 [==============      ] 37/50 완료
  M06 vs M03 [===============     ] 38/50 완료
  M06 vs M03 [===============     ] 39/50 완료
  M06 vs M03 [================    ] 40/50 완료
